ra,dec,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err
88.95731,28.763369,7364.66,220.87,4.128,0.321,0.264,0.188,-6.3,21.43
89.0297,28.764633,6331.01,151.91,3.923,0.495,-0.092,0.148,-2.78,23.23
88.74902,28.649157,5068.94,114.87,2.396,0.576,-0.208,0.188,-6.66,13.52
89.49874,29.53425,8083.61,325.89,4.733,0.366,0.236,0.409,3.28,28.93
89.24264,29.496555,5668.22,123.88,4.684,0.381,0.196,0.156,20.99,14.51
89.55608,29.455673,7854.13,258.41,4.228,0.363,-0.231,0.28,23.88,34.47
89.20261,29.459148,6505.1,168.58,4.19,0.344,-0.094,0.194,-30.58,23.49
89.31484,29.34068,4731.42,78.8,2.071,0.433,-0.322,0.129,-39.93,9.62
89.90429,28.90502,4454.62,73.6,2.6,0.376,-0.086,0.108,25.88,11.14
89.55503,29.048393,6187.04,177.74,4.044,0.519,0.049,0.188,-45.32,20.42
89.51161,28.883043,5462.02,247.19,3.902,0.636,-0.142,0.272,18.15,19.67
89.749794,28.8108,5024.81,120.46,3.219,0.572,-0.159,0.163,8.46,15.21
89.8718,29.02204,5376.62,147.74,3.826,0.623,-0.327,0.185,-36.69,16.59
89.7718,28.80782,6782.3,150.2,4.13,0.379,-0.207,0.18,-15.8,36.32
89.539734,27.5719,5423.9,158.11,3.843,0.622,0.208,0.167,-9.39,24.5
89.240364,27.484133,4892.94,103.11,4.973,0.254,0.12,0.157,-22.34,10.84
89.16643,27.683268,4414.27,41.28,4.983,0.15,-0.081,0.08,3.29,10.14
89.13321,27.552788,4783.04,123.76,2.295,0.576,-0.391,0.185,42.86,13.56
89.417404,27.612362,4881.68,143.02,1.982,0.737,-0.6,0.247,23.93,20.6
88.83595,27.786373,6058.3,180.86,4.461,0.494,-0.01,0.187,-3.4,25.09
88.60757,27.905928,4800.43,107.55,2.668,0.534,-0.182,0.154,15.29,14.3
88.72472,27.866226,7017.5,152.85,3.829,0.323,-0.078,0.18,32.21,22.6
88.518745,28.248886,7026.8,160.41,4.101,0.379,-0.228,0.211,6.76,43.22
88.61356,28.199078,4629.16,36.85,3.13,0.195,0.834,0.084,102.45,10.96
88.744705,27.660383,4916.1,145.91,3.113,0.463,0.138,0.189,2.41,10.93
88.60998,27.597713,5336.3,129.6,4.643,0.462,-0.031,0.17,17.5,22.04
89.28373,28.095284,4644.19,103.34,2.691,0.507,-0.124,0.144,50.39,16.29
89.37461,27.98011,5095.82,158.59,3.175,0.648,-0.49,0.231,14.35,21.23
89.20012,27.992382,4633.28,146.44,3.453,0.545,-0.809,0.206,193.79,24.09
89.4199,28.058893,7816.05,162.43,3.646,0.5,-0.286,0.245,14.06,50.19
89.16509,28.234074,5148.8,175.21,3.55,0.682,-0.248,0.228,52.8,25.36
89.44947,27.953894,4723.56,96.29,2.218,0.619,-0.255,0.151,-54.69,21.54
89.199356,28.048006,6985.76,197.41,3.668,0.441,-0.003,0.26,33.65,37.58
89.27967,28.231758,5335.27,176.28,2.957,0.777,-0.463,0.265,-3.62,28.72
89.16359,27.756151,6178.27,170.58,4.218,0.527,-0.298,0.2,-7.18,36.23
89.42901,27.731695,5849.39,171.08,3.908,0.718,-0.471,0.216,23.93,39.21
89.27661,27.790014,5295.01,224.33,3.835,0.758,0.088,0.242,54.88,51.8
88.92937,28.099483,5083.73,144.04,2.103,0.777,-0.349,0.235,58.23,27.22
89.06744,27.97239,4963.79,140.05,2.408,0.778,-0.366,0.221,25.19,25.2
88.775696,28.170954,6449.78,321.98,4.081,0.625,-0.315,0.358,179.77,43.84
89.08121,28.048267,5893.57,198.94,4.194,0.622,-0.527,0.254,-86.01,35.88
89.06241,28.212976,5189.34,146.07,2.462,0.787,-0.114,0.235,-16.87,29.03
89.16449,28.14694,8258.18,187.1,3.537,0.67,0.245,0.243,11.37,43.34
88.004715,28.176125,5347.8,148.0,2.843,0.712,0.033,0.185,-58.91,26.06
88.14957,28.164911,4936.45,127.33,3.066,0.516,-0.376,0.165,-141.88,12.1
88.18226,28.13505,4420.47,33.55,3.098,0.201,0.83,0.118,-125.63,8.57
88.12694,28.01702,5927.2,177.72,4.025,0.671,-0.305,0.212,-25.22,37.9
87.95221,28.129942,6353.37,198.01,4.198,0.505,-0.37,0.248,20.39,43.29
88.03014,27.957628,6205.26,193.92,4.148,0.621,-0.084,0.242,-27.05,48.55
87.85595,28.076883,5821.71,204.05,4.02,0.511,-0.123,0.258,-120.07,23.07
87.8863,28.058542,6367.74,207.01,4.17,0.529,-0.096,0.247,-49.29,41.03
88.41285,27.479889,5130.32,204.09,3.01,1.163,-0.38,0.339,81.33,79.29
88.447044,27.531395,5905.43,171.97,4.453,0.538,0.224,0.168,26.67,23.37
88.37452,27.67857,4870.45,109.9,4.981,0.252,0.013,0.163,-52.13,10.39
88.25155,27.616043,5266.41,183.99,3.46,0.586,-0.203,0.25,-3.74,17.15
88.159515,27.652908,8373.04,293.12,4.731,0.537,0.173,0.493,83.18,47.86
88.414795,27.73155,4984.88,101.25,3.402,0.403,0.186,0.132,3.48,10.19
88.28798,27.46528,8142.59,377.91,4.571,0.321,-0.297,0.442,4.8,29.86
88.33449,27.49415,5187.54,140.61,2.694,0.682,-0.09,0.193,11.11,18.5
88.27742,27.895548,4937.17,128.95,2.722,0.688,-0.579,0.191,-15.93,18.44
88.083694,27.877565,6220.02,171.21,4.206,0.498,0.005,0.164,-18.33,22.59
88.408676,27.919989,7655.68,177.54,4.164,0.323,-0.084,0.187,13.7,29.88
88.22981,27.79411,6211.63,202.77,4.251,0.407,-0.153,0.231,-23.37,15.33
88.14636,27.927305,6757.83,220.88,4.75,0.222,0.421,0.185,-20.02,10.81
88.25186,27.906979,8142.32,299.96,4.595,0.441,0.015,0.404,-28.31,30.75
88.478165,27.765488,7855.18,262.77,4.722,0.228,0.07,0.346,-18.77,22.2
88.190994,27.876743,5173.92,119.01,3.507,0.513,-0.083,0.164,-5.22,15.56
88.18424,27.987156,5321.35,138.56,3.319,0.622,0.04,0.168,32.61,16.64
90.000725,27.236757,7776.76,244.08,3.687,0.371,-0.619,0.375,30.8,43.09
90.03249,27.16556,4482.75,78.06,4.649,0.217,-0.226,0.134,44.36,10.79
89.80355,27.272266,4069.38,25.35,1.637,0.301,0.155,0.083,27.68,8.54
89.734375,27.14321,4889.96,103.62,3.033,0.451,-0.114,0.144,-33.66,9.24
89.57591,27.431618,4762.85,81.44,2.187,0.496,-0.191,0.131,51.96,12.28
89.68837,27.234596,5259.24,214.91,3.37,0.64,-0.044,0.282,60.41,16.87
89.556496,27.321756,7695.64,269.36,4.057,0.357,0.245,0.234,12.54,25.37
89.83871,27.401672,5093.1,107.05,4.689,0.345,-0.001,0.142,17.42,11.67
89.750916,27.427471,4650.51,64.5,3.17,0.316,0.225,0.088,101.1,8.32
89.64706,27.337334,4940.7,144.1,3.506,0.429,0.118,0.186,-0.7,11.23
89.64555,27.397293,5919.71,135.18,4.446,0.492,-0.07,0.146,36.2,18.09
89.84603,27.16227,5221.56,179.06,2.865,0.676,-0.339,0.272,22.69,13.55
89.75559,27.10499,8374.29,386.7,4.265,0.416,0.082,0.421,-5.52,24.62
90.021675,26.727854,5791.87,152.81,3.775,0.507,-0.359,0.199,58.29,13.48
89.95152,26.771975,4558.99,65.51,2.655,0.317,-0.06,0.09,14.99,8.23
89.83563,26.935764,4803.2,87.91,4.828,0.261,-0.045,0.125,25.19,8.94
89.998634,28.278976,4855.35,119.23,2.789,0.561,-0.277,0.174,12.67,13.37
90.03581,28.428553,8423.28,373.15,4.353,0.414,-0.242,0.577,65.47,42.57
89.92596,28.244856,7130.97,202.65,4.296,0.311,0.091,0.221,-2.6,27.78
89.93995,28.08506,5004.32,149.07,2.402,0.559,-0.198,0.228,80.15,12.88
89.98822,28.224283,7893.5,263.22,3.983,0.408,-0.308,0.326,24.56,40.21
89.97993,28.445059,5390.9,125.98,3.844,0.469,0.144,0.157,-7.49,13.99
89.87704,28.247604,6640.7,193.86,4.168,0.44,0.099,0.182,-2.87,30.05
89.91075,28.74593,5100.06,151.91,2.613,0.736,-0.297,0.227,35.69,19.64
89.89929,27.81168,4916.16,115.97,3.303,0.501,-0.15,0.157,-28.56,13.25
90.01717,28.032822,8390.34,336.04,3.961,0.425,-0.141,0.37,-12.63,33.0
89.54982,28.24324,4870.71,147.49,1.862,0.606,-0.702,0.255,21.6,11.32
89.67281,28.225842,6145.65,179.1,4.051,0.541,-0.493,0.209,-50.71,28.18
89.8159,28.186394,6151.7,192.4,4.408,0.408,-0.025,0.21,25.33,15.49
89.749916,28.258297,4830.26,146.88,1.995,0.579,-0.51,0.245,7.85,12.74
89.65882,28.165361,4963.11,119.28,4.543,0.277,0.059,0.165,53.4,8.37
89.629906,28.014471,5036.51,108.49,2.563,0.6,-0.15,0.161,4.21,15.16
89.81432,27.790117,4688.51,85.58,1.826,0.387,-0.559,0.137,-3.75,11.79
89.56255,27.977722,6957.13,217.08,4.357,0.277,0.029,0.229,-40.38,18.85
89.63742,27.797377,4783.64,97.54,3.351,0.432,0.1,0.127,63.29,14.18
89.8892,27.463644,4555.8,83.01,2.208,0.457,-0.465,0.122,-18.97,11.69
89.74356,27.490755,6520.23,201.81,4.092,0.48,-0.019,0.199,17.4,32.92
89.80819,27.55198,7981.17,356.43,3.655,0.514,-0.03,0.347,23.62,32.65
89.83533,28.609509,5987.51,190.84,4.015,0.573,-0.064,0.229,32.83,26.97
89.80201,28.54369,4654.5,151.21,1.153,0.535,-1.461,0.255,179.96,15.09
89.86161,28.52597,6628.46,201.95,3.779,0.45,0.112,0.21,68.99,27.72
89.97627,28.707294,4947.33,154.04,1.833,0.513,-0.689,0.254,30.46,16.02
89.927284,29.14386,4929.84,203.37,2.323,0.54,-0.017,0.293,45.39,13.82
90.01597,29.78889,4805.21,90.12,2.839,0.462,0.09,0.124,16.2,11.65
89.953224,29.803244,4848.84,114.3,2.419,0.531,-0.264,0.173,25.94,10.71
89.88994,29.966648,5389.38,140.16,3.764,0.457,0.048,0.173,0.08,9.79
89.8955,30.063326,5232.31,136.11,4.402,0.352,-0.213,0.196,18.68,9.43
89.975525,30.07922,5337.52,178.5,3.842,0.505,-0.213,0.245,-44.5,12.63
89.92905,30.018625,5496.19,268.76,4.065,0.602,-0.042,0.288,13.43,15.3
89.720924,30.16905,5158.78,123.59,3.644,0.432,-0.017,0.166,11.11,9.02
89.71773,29.96208,7071.63,194.89,4.15,0.285,0.366,0.167,60.36,16.85
89.744415,30.021393,5395.04,177.11,3.203,0.679,-0.095,0.215,24.05,15.96
89.626656,29.84012,4843.5,160.58,2.351,0.588,-0.42,0.238,2.78,12.14
89.700035,30.03095,6049.88,225.29,4.122,0.574,0.04,0.208,-34.29,20.6
89.699165,29.781376,4589.72,68.32,2.701,0.339,0.086,0.095,7.25,8.73
89.91574,29.670118,7999.04,254.85,4.617,0.416,-0.059,0.378,24.05,37.24
89.60894,29.489883,6428.84,323.28,4.852,0.363,-0.01,0.317,18.74,21.18
89.600075,29.722815,5008.13,91.28,4.745,0.308,0.11,0.121,27.77,11.1
89.79361,29.712837,5644.6,193.57,3.597,0.672,-0.001,0.206,39.92,18.03
89.72915,29.57079,6153.54,179.25,3.903,0.556,-0.014,0.167,-8.29,21.0
89.75364,29.798529,4522.34,68.12,2.869,0.313,0.14,0.091,-40.74,8.73
89.58977,29.595692,4887.16,86.03,2.437,0.544,-0.166,0.135,26.91,13.15
89.751625,29.67746,5269.1,159.23,3.482,0.537,-0.064,0.213,39.01,12.72
89.82144,29.311169,4546.74,39.03,4.59,0.143,0.644,0.087,-11.76,8.66
89.68482,29.421146,8336.88,259.32,4.166,0.45,-0.14,0.325,-6.14,31.96
89.9936,29.424152,4933.93,131.29,1.747,0.578,-0.664,0.235,6.8,12.73
86.60566,29.952408,8281.8,457.81,4.386,0.356,0.359,0.344,36.6,13.24
86.86807,29.935087,5674.67,192.89,4.109,0.617,-0.129,0.209,-15.21,16.21
86.7198,29.842136,4819.07,146.56,1.667,0.525,-0.892,0.253,28.18,8.3
86.88759,29.88079,8070.81,254.27,3.931,0.403,-0.113,0.246,-13.87,30.31
86.55902,29.994144,5190.8,109.31,2.276,0.47,-0.089,0.184,33.49,9.84
86.67632,29.009962,4952.38,144.34,2.011,0.548,-0.347,0.238,-18.27,10.59
86.39768,29.00737,6557.97,201.45,4.275,0.393,0.054,0.18,6.97,20.3
86.647194,29.24658,4924.86,124.42,2.119,0.419,-0.062,0.197,33.98,11.08
86.733696,29.088882,6030.08,190.65,4.028,0.52,0.023,0.167,18.36,16.49
87.31836,28.98856,6658.52,182.77,4.185,0.335,0.105,0.177,-41.94,16.78
87.3605,29.081442,4720.43,129.19,3.198,0.363,0.015,0.166,26.93,8.31
87.27247,28.977468,4836.58,145.25,2.686,0.536,-0.428,0.211,4.54,9.89
87.31824,29.222115,5051.86,166.06,3.13,0.519,-0.073,0.219,6.2,10.9
87.40337,29.250729,6647.47,178.88,4.242,0.369,-0.077,0.174,-7.42,22.54
87.29084,29.047613,5695.88,183.68,4.409,0.52,-0.059,0.199,25.32,17.08
87.34137,29.333963,4746.37,76.97,4.749,0.258,0.035,0.109,19.35,9.87
87.10036,29.21028,6668.94,173.16,4.109,0.349,-0.142,0.202,25.41,22.29
87.6178,29.741674,4874.95,120.14,3.316,0.445,-0.243,0.159,-46.0,10.26
87.45612,29.90735,6896.38,156.99,3.443,0.43,-0.276,0.205,7.87,24.75
87.51885,29.734995,4676.7,68.22,2.51,0.339,0.242,0.095,-14.99,8.19
87.564156,29.787569,6439.34,173.27,4.11,0.451,0.028,0.16,-53.7,22.47
87.428764,29.832417,4813.91,77.04,3.807,0.277,0.405,0.099,61.96,8.66
86.64658,29.679932,4766.4,82.24,4.421,0.224,0.346,0.109,8.73,8.55
86.47593,29.59525,6909.69,166.31,4.242,0.281,-0.202,0.206,-16.11,23.91
86.841,29.649155,6544.83,226.36,3.864,0.453,0.328,0.193,-25.0,19.01
87.10677,30.060051,8418.59,344.93,3.725,0.881,-0.195,0.57,-6.2,59.52
87.18125,29.925825,5207.05,184.9,3.094,0.578,-0.189,0.253,21.47,11.63
87.14683,30.075256,4611.17,89.79,2.23,0.363,-0.078,0.128,-32.21,8.32
87.333176,30.021118,5693.41,136.18,4.486,0.395,-0.16,0.183,-36.12,12.56
87.33943,29.486818,4796.23,110.28,2.892,0.534,-0.188,0.155,28.94,14.38
87.409386,29.624039,6726.07,182.5,3.951,0.473,-0.072,0.205,7.54,30.9
87.51243,29.374231,4682.34,122.92,2.11,0.547,-0.305,0.184,47.33,13.29
86.886765,29.092596,5153.9,118.83,3.052,0.478,-0.193,0.17,25.13,8.22
86.786804,29.036137,7232.37,166.95,4.02,0.331,-0.124,0.226,-1.68,33.14
86.96792,29.212221,4961.75,114.66,2.071,0.52,-0.092,0.186,-18.18,13.69
86.87583,29.198309,5237.24,150.64,3.34,0.5,0.067,0.195,20.96,11.15
86.94901,29.4337,4777.61,99.79,2.525,0.422,-0.062,0.144,14.4,9.06
86.91378,29.527422,4292.1,39.8,4.764,0.153,0.052,0.103,73.85,8.44
86.97375,29.695515,5136.75,145.41,2.576,0.607,-0.154,0.232,-14.42,13.57
86.84483,29.41372,7098.03,199.85,4.165,0.358,-0.095,0.214,15.98,30.08
86.34855,29.44272,6456.15,201.42,4.033,0.351,0.052,0.188,-4.75,14.34
86.731476,29.311834,4697.89,84.28,4.782,0.219,-0.018,0.124,-9.35,8.31
86.491806,29.456408,6228.48,231.13,4.225,0.529,0.013,0.256,-4.57,25.82
86.4162,29.36617,5434.76,163.12,4.442,0.486,-0.019,0.189,-12.79,14.49
88.57058,29.913177,5254.56,159.18,2.711,0.604,-0.362,0.234,41.25,12.36
88.73631,30.09681,6177.6,185.01,4.072,0.486,-0.137,0.215,-37.17,21.08
88.625946,29.932894,6106.54,141.65,3.75,0.495,0.219,0.137,-53.67,15.41
88.94391,30.06042,4842.17,111.65,2.551,0.5,-0.098,0.162,69.28,11.65
88.75619,29.955032,4998.99,89.06,4.801,0.308,-0.014,0.125,-14.25,11.85
88.68106,30.027548,6675.9,211.13,3.438,0.552,-0.339,0.291,-7.57,35.25
89.08608,29.948029,5020.63,124.0,2.366,0.585,-0.128,0.191,17.3,13.96
89.317184,30.181171,4356.39,48.29,2.735,0.293,0.205,0.074,-47.21,8.2
87.99629,29.760157,5145.67,122.22,2.877,0.629,-0.115,0.171,28.34,14.64
87.81549,29.635046,4996.95,115.52,2.398,0.594,-0.248,0.182,-8.41,14.25
87.92773,29.731094,4788.24,117.46,2.061,0.59,-0.475,0.199,12.05,14.52
88.14863,29.810278,6542.05,181.3,4.305,0.34,-0.076,0.197,25.37,18.34
87.70715,29.645803,4881.2,162.46,2.889,0.573,-0.427,0.221,59.25,11.93
88.17741,29.639761,4843.16,135.75,2.491,0.558,-0.286,0.2,6.97,11.77
87.83209,29.776213,6153.15,166.36,4.056,0.451,0.137,0.159,-30.35,14.32
88.230515,29.958857,6843.8,187.42,3.98,0.354,-0.242,0.205,-14.01,26.78
88.223785,29.872314,6050.15,191.36,3.953,0.5,-0.179,0.218,-31.9,18.31
88.495995,30.145912,6295.99,202.29,4.193,0.467,-0.367,0.217,-27.81,24.27
88.27582,29.985273,6407.84,196.71,4.189,0.388,-0.365,0.246,0.95,21.62
88.45792,29.883995,4979.05,110.57,2.546,0.57,-0.178,0.166,15.98,12.34
88.01076,29.94544,5386.82,154.74,4.663,0.435,-0.252,0.205,9.51,14.27
88.52632,29.888096,7092.7,196.09,4.122,0.34,-0.092,0.202,18.96,24.23
88.41607,30.183214,5149.12,140.22,3.355,0.576,-0.514,0.201,-5.56,14.37
89.12823,29.64396,4165.68,34.61,1.735,0.382,-0.267,0.08,-24.29,9.18
89.436905,29.706076,5034.69,118.47,2.693,0.556,-0.205,0.176,-45.32,11.55
89.37337,29.574617,4712.55,108.02,2.398,0.481,-0.313,0.161,26.37,9.17
89.53996,30.01559,5210.36,141.28,3.085,0.559,-0.19,0.2,48.08,11.3
89.16278,29.96145,6588.06,223.27,4.24,0.308,-0.15,0.229,4.21,14.74
89.22532,30.117512,4434.95,69.86,2.03,0.338,-0.233,0.113,5.87,8.35
89.425674,29.982803,6271.2,188.12,4.094,0.376,-0.529,0.251,38.67,19.02
89.11369,29.916462,4774.33,113.19,2.134,0.515,-0.596,0.182,27.07,8.46
88.11937,30.15122,4878.57,114.17,2.479,0.581,-0.189,0.171,19.98,14.13
88.83844,29.843884,5011.68,90.41,4.829,0.29,0.157,0.118,-49.37,9.69
88.82765,29.70991,5265.95,117.61,3.052,0.525,-0.006,0.162,-23.56,11.18
88.93703,29.66162,7965.02,285.21,4.001,0.501,-0.205,0.373,-54.11,41.78
88.75158,29.61333,6468.93,173.35,3.947,0.412,-0.009,0.176,15.5,17.26
88.84311,30.139315,4708.58,83.77,2.391,0.376,-0.01,0.114,7.77,8.8
88.67561,29.610394,5413.12,143.8,4.609,0.46,-0.181,0.186,-31.57,16.53
88.62708,29.579973,5425.34,129.63,4.421,0.409,-0.181,0.187,-50.06,14.76
88.403984,29.565918,6395.23,176.79,3.947,0.462,-0.331,0.234,-32.9,29.9
87.0696,30.147675,5680.01,156.49,4.36,0.511,0.085,0.162,-4.8,14.41
86.723076,30.122347,5314.96,142.81,3.379,0.535,-0.075,0.191,25.61,12.34
87.21482,30.15449,6563.56,252.67,4.218,0.406,-0.2,0.237,30.97,19.54
88.25359,28.599428,7548.89,347.94,4.116,0.379,-0.014,0.386,3.89,35.12
88.32436,28.571915,4762.98,107.6,2.722,0.432,-0.012,0.147,37.1,9.46
88.17444,28.472342,6399.11,189.84,4.152,0.436,0.0,0.201,-11.82,20.64
88.15952,28.56411,7864.52,223.78,4.057,0.327,-0.23,0.229,48.82,26.8
87.88709,29.17861,6189.51,239.98,4.264,0.407,0.176,0.216,20.89,13.24
87.711815,28.97639,5755.98,157.59,3.483,0.563,-0.1,0.193,0.12,15.32
87.59689,29.185835,6570.65,216.5,4.246,0.373,0.068,0.218,13.04,19.55
87.781624,29.057573,5209.73,142.66,2.921,0.561,0.169,0.195,-11.4,13.01
87.69118,29.107235,6101.81,181.59,4.266,0.446,-0.498,0.257,47.65,22.87
87.71876,28.819864,6103.04,187.04,4.387,0.47,0.125,0.169,13.29,15.55
87.7016,28.92283,6133.36,177.95,4.284,0.391,-0.018,0.189,-14.77,11.32
87.77361,28.778831,6114.14,233.53,4.102,0.465,-0.253,0.277,-2.01,18.47
87.86442,29.325691,5883.02,162.01,4.307,0.446,0.104,0.179,-23.19,13.99
88.4815,29.355783,6171.7,205.49,4.37,0.451,-0.592,0.257,25.2,28.26
88.65966,29.465752,5610.52,141.56,4.033,0.426,-0.104,0.176,-16.61,10.88
88.34409,29.353914,4922.94,112.84,2.095,0.505,-0.292,0.187,27.0,10.99
88.03708,29.141085,5017.4,134.66,2.563,0.588,-0.216,0.205,54.01,12.69
87.96692,28.933296,5169.0,115.87,3.79,0.38,0.151,0.149,10.24,8.44
88.2769,28.978624,4440.25,85.35,1.711,0.327,-0.182,0.124,-8.56,8.42
88.13042,28.934532,4612.47,79.49,4.558,0.204,0.121,0.112,40.98,8.66
88.42329,28.76173,5687.49,145.36,4.594,0.393,0.044,0.187,33.56,13.2
88.37366,28.741503,5469.65,126.3,4.524,0.365,0.142,0.165,-13.74,12.08
88.09709,28.889631,5416.34,154.25,3.276,0.554,0.072,0.195,19.53,13.45
88.41594,28.699957,4574.76,78.54,1.915,0.36,-0.069,0.114,10.35,9.47
88.032616,28.677795,4935.57,120.72,2.037,0.551,-0.257,0.196,7.69,14.37
88.03518,29.556335,8028.78,345.16,3.849,0.385,-0.179,0.328,-2.77,29.22
88.21857,29.46594,4955.26,137.11,2.252,0.499,-0.151,0.209,15.79,10.12
88.34108,29.213724,8044.28,281.3,3.934,0.529,-0.45,0.399,-22.22,53.53
88.138824,29.482128,6128.33,225.86,4.244,0.529,-0.136,0.227,26.69,23.06
87.703514,28.43199,6131.24,210.61,4.03,0.557,-0.21,0.211,5.43,25.03
87.6267,28.444592,7822.94,323.19,3.798,0.466,-0.51,0.475,-2.57,48.64
87.73575,28.638002,6347.68,230.11,4.213,0.464,-0.206,0.23,35.88,23.51
87.6864,28.484749,6083.11,170.99,4.048,0.473,0.117,0.171,62.14,15.28
87.65272,28.546778,6721.21,175.83,4.142,0.323,0.015,0.182,-49.15,16.19
88.97546,29.025421,6471.53,165.92,3.892,0.426,-0.442,0.227,14.82,27.19
88.74425,29.085798,8016.0,332.3,3.567,0.463,-0.538,0.387,25.74,36.99
88.750275,29.204403,4684.4,113.38,2.448,0.465,-0.174,0.16,-29.38,11.34
88.623276,29.28793,6548.24,260.5,3.803,0.454,-0.063,0.31,34.14,31.07
88.68326,29.372717,4658.58,103.24,1.914,0.5,-0.422,0.162,24.34,12.05
88.85807,29.374714,6326.09,187.84,3.874,0.479,-0.275,0.246,27.07,27.86
88.861275,29.337751,6127.26,171.6,4.1,0.507,-0.208,0.179,18.73,25.09
88.77538,29.465193,4905.91,134.79,2.469,0.629,-0.297,0.203,-14.57,14.75
88.75464,29.323765,4114.28,36.12,1.413,0.278,-0.154,0.094,39.66,8.41
89.56476,29.172527,5007.08,162.69,2.67,0.562,-0.349,0.237,23.19,9.23
89.130264,29.21942,6449.18,227.79,4.563,0.367,-0.07,0.22,10.19,20.36
89.145325,28.513084,6012.31,161.97,4.161,0.465,-0.087,0.19,-19.07,16.87
89.512024,28.492527,5494.36,152.3,4.262,0.345,0.017,0.187,29.93,8.18
89.576454,28.56797,4739.46,85.65,2.674,0.368,-0.082,0.123,16.71,8.65
89.215836,28.533468,6077.73,174.9,4.446,0.463,-0.175,0.187,-4.31,19.53
89.43224,28.483583,6887.12,227.19,4.665,0.308,0.056,0.215,6.24,22.43
89.73124,28.707884,6145.37,182.05,4.385,0.461,-0.093,0.183,26.59,18.66
89.603134,28.738773,5655.72,220.61,4.323,0.566,-0.072,0.238,-17.9,17.95
89.49971,28.675755,4840.24,148.27,2.253,0.558,-0.521,0.23,54.88,9.26
88.91765,28.32312,6114.12,185.91,4.114,0.514,0.031,0.164,15.27,14.24
88.847275,28.41501,5469.48,234.73,3.845,0.636,-0.182,0.262,6.99,14.52
88.92493,28.518452,4978.92,121.57,2.555,0.533,-0.276,0.188,22.89,10.12
88.79159,28.392056,5286.13,86.25,4.432,0.289,0.396,0.11,40.61,8.13
89.03216,28.379232,6266.13,194.75,4.092,0.409,-0.276,0.23,25.99,14.55
89.02645,28.481812,5412.57,179.85,3.914,0.615,-0.244,0.215,7.82,16.37
89.01827,28.600277,4964.96,140.44,2.627,0.615,-0.187,0.208,1.65,14.18
88.43828,28.992756,6227.69,212.82,4.52,0.419,0.031,0.198,12.1,15.65
88.60884,28.836435,5028.81,79.5,4.731,0.246,0.513,0.109,41.59,10.88
88.92981,29.015997,8444.4,274.36,4.109,0.588,-0.626,0.487,-7.74,58.68
88.50376,29.03721,4319.72,63.72,1.974,0.42,-0.097,0.109,34.2,10.36
88.39944,28.93885,6181.91,183.09,4.199,0.527,0.048,0.173,-6.75,24.37
88.641815,28.878235,8384.65,223.65,3.682,0.695,-0.228,0.303,11.35,44.08
88.887985,28.850489,5013.14,123.36,3.286,0.528,-0.293,0.174,31.71,14.45
88.663055,28.938,5144.46,188.98,3.923,0.546,-0.438,0.255,12.62,19.5
88.817505,28.763515,7922.76,197.12,3.478,0.512,0.183,0.187,18.13,30.13
89.30394,29.499607,4230.03,23.53,4.843,0.116,0.666,0.091,-20.91,8.38
89.50879,29.425436,5489.03,270.74,3.814,0.69,-0.2,0.305,-0.03,19.59
89.22973,29.428495,4646.43,111.93,2.871,0.443,-0.275,0.147,-49.71,13.59
89.4241,29.452608,4293.95,53.22,1.944,0.307,0.178,0.118,10.26,8.55
89.81009,28.82977,6328.51,213.4,4.55,0.359,-0.344,0.287,58.26,24.38
89.85419,28.900421,6806.01,206.01,4.158,0.316,-0.131,0.228,-73.51,17.66
89.49986,27.617353,5271.44,172.81,3.316,0.741,-0.77,0.265,59.7,26.21
89.1792,27.61696,8410.45,282.3,4.275,0.481,-0.18,0.459,6.6,46.61
89.445526,27.625437,5757.74,191.05,4.064,0.53,0.19,0.221,-12.44,16.45
88.624535,27.84368,6722.33,329.41,4.748,0.292,-0.031,0.346,23.65,22.48
88.90008,27.773212,5204.59,179.27,3.412,0.369,0.225,0.209,46.68,12.09
88.6176,28.176952,8464.62,302.28,4.269,0.577,-0.167,0.528,20.56,64.55
88.41654,28.326317,5604.79,363.77,4.176,0.87,-0.434,0.538,57.22,65.82
88.533134,28.18336,6147.87,186.67,4.092,0.529,-0.273,0.252,-83.54,31.88
88.69482,28.169392,5558.55,191.91,4.194,0.496,-0.046,0.245,-70.85,21.63
88.57078,28.302053,8050.12,310.93,2.537,0.697,0.489,0.273,-5.57,36.44
88.87918,27.751982,6032.81,177.8,4.501,0.52,-0.041,0.224,2.51,32.11
88.64669,27.650408,4462.41,105.39,2.383,0.455,0.42,0.148,148.48,20.98
89.32711,28.328468,5733.14,155.86,4.448,0.516,0.13,0.194,63.17,26.56
89.37461,27.98011,5267.28,217.28,3.508,0.7,-0.084,0.285,15.31,26.22
89.18366,28.242956,5861.64,206.31,4.598,0.48,0.18,0.246,7.31,25.75
89.44947,27.953894,4769.72,123.58,2.361,0.664,-0.246,0.185,-54.27,22.94
89.40286,28.13361,7570.91,240.09,4.087,0.391,-0.128,0.304,14.44,42.66
89.455956,28.225042,6257.86,168.8,4.185,0.5,-0.227,0.223,-63.2,34.18
89.27967,28.231758,5289.18,227.32,3.0,0.824,-0.488,0.336,-23.46,28.99
89.43507,28.180021,6030.14,216.0,4.392,0.533,-0.119,0.274,46.49,31.16
